texto,labels
"Nos últimos anos, sucessivas gerações acompanham as diversas mudanças que ocorrem a todo instante. Conceitos sobre família, educação, sociedade, tentam moldar-se a vida moderna. São tantas evoluções, que pais e educadores encontram dificuldades em realizar a ""simples"" tarefa de educar, construir valores e impor limites a essa nova geração de jovens que cada vez mais iniciam a vida sexual precocemente.Recentemente foi desenvolvido pelo Programa Nacional de DST e Aids um projeto que visa instalar máquinas de camisinhas em escolas de rede pública. O objetivo é evitar o avanço dos casos de infecção por HIV, doenças sexualmente transmissíveis e gravidez na adolencência, fornecendo aos jovens do sexo masculino preservativos.No entanto o assunto gera polêmica por parte dos pais, educadores e até entre os próprios alunos. Para muitos o projeto pode incentivar a prática do sexo, já outros acreditam nos seus benefícios, pois os alunos poderão ter acesso a camisinha sem passar por constrangimentos, além de aprender a lidar melhor com o assunto e seus preconceitos.Hoje os jovens são expostos a diversos tipos de informações, que podem influenciar de muitas formas seus pensamentos e comportamentos. E nesta hora que a escola agrega junto a formação familiar, pois quando o assunto é sexo seguro a informação ainda é deficiente a eles.É necessário preparar o aluno sobre a educação sexual ainda durante a vida escolar, para que conheça seu própio corpo e aprenda o respeitá-lo de forma conciente, a fim de que seja capaz de fazer suas escolhas da forma mais adequada, evitando os riscos existentes em torno do sexo desprotegido e dos futuros problemas que possam ter e causar.",2
"A Internet revolucionou a Era Moderna. Tornou possível a comunicação à distância, facilitou o transporte, a compra e venda de produtos, dentre outras coisas. No entanto, a Internet não trouxe apenas “coisas boas”, ela também facilitou algo perverso que é difícil de ser reprimido e controlado: Os crimes de pedofilia e bullying que crescem cada vez mais em todo o mundo. O que ocorre é que tais crimes via internet são, na maior parte das vezes, impunes devido ao fato de que é difícil encontrar o culpado em uma rede gigantesca que abrange bilhões de conectados, além de que1 é fácil utilizar um nome falso e outros apetrechos que dificultem a localização. Mas como evitar que sejamos vitimados por eles? A saída é simples: Evitar entrar em sites suspeitos e evitar o contato com pessoas desconhecidas, das quais não podemos saber os intentos. No caso de crianças, é importante os pais ficarem atentos quanto o manejo da Internet pelos filhos, saber com quem conversam e que sites acessam, para salvaguardar as crianças dos crimes hediondos que são praticados todos os dias encobertos pela impunidade que só a Internet pode proporcionar2. Em suma, o ideal é que se tenha vigilância constante.",2
"	"" Dói um tapinha não dói, um tapinha não dói, só um tapinha"" revela a ideia de alguns brasileiros. A música cantada por as [pelas] meninas, [sem vírgula] expressa que um tapinha nao dói, mas, cabe ver a realidade desta agreção [agressão] que pode acontecer de forma humilhante, desnecessária e que poderia ser corrigida por meio do diálogo. A Lei da Palmada têm gerado polêmica e é motivo de discussões nos mais distintos ambientes sociais.		Vive-se em uma sociedade contemporânea, em que o excesso de trabalho aliado ao estresse do cotidiano é refletido dentro de casa, onde [ em que] os pais acabam descontando nos filhos. Muitas vezes, por meio de agressões físicas ou verbais. Porém, recorrer à [a] essas ''armas'' de punição pode ter consequências danosa à criança.		O medo da extinção das palmadas é desmoralizar o respeito dentro de casa. Os pais que recorrem aos castigos físicos são os mesmos que, [sem vírgula] justamente, [sem vírgula] não colocaram limites e criaram uma criança excessivamente mimada.		Uma educação baseada no diálogo, [sem vírgula] é o alicerce dos pais para formação de carater [caráter] dos filhos. Entretanto, é preciso entender que educar é um processo que ocorre dentro de casa, mas que também engloba a sociedade, pois esta cultura da não-violência deve se instaurar e ser abraçada por todos, para no futuro formar cidadãos conscientes.",1
"Absurdo, construção de um muro para separar favelas da mata atlântica, pois deveriam da prioridade pada a melhoração da educação, fazer uma integração social dos moradores dos morros, e alem disso, debater com a comunidade sobre preservação ambiental. Se ocorrece um melhoramento na educação não haveria a nececidade de tomar uma medida tão absurda, pois moradores com educação são moradores mais conciêntes. Entretanto, um  desenvolvimento social seria uma alternativa bastante lucrativa, porque ocorreria uma melhor qualidade de vida, que levaria os morradores a trilharem outros caminhos. Além do mais, se ocorrece um maior debate sobre a preservação da natureza, os favelados teriammais conciência e deixariam de poluir e pasariam a presevar. Em virtude de tudoque foi mencionado, a criação de um muro separando a favela da mata atlãntica, seria uma atitude absurda, pois não resolveria o problema e só adiaria um maior problema no futuro.",5
"	Com o avanço da tecnologia ,surgem diversas maneiras de interagir com pessoas no mundo virtual.Páginas de relacionamento como Facebook e Orkut,vem crescendo o número [ crescendo quanto ao número] de usuários, porem [porém] essa tecnologia que aproxima pessoas,está prejudicando relações de indivíduos próximos.	Está evidente que a população está mais fechada sobre seus sentimentos,já não possuem mais coragem de dizer algo frente à frente [frente a frente] ,e arranjaram como saída a rede virtual,pois em casos de uma resposta não muito agradável,não manifestarão suas reais emoções [vírgula] diferente de um diálogo cara à cara [cara a cara] .	Obviamente a internet aproxima pessoas que estão longe,ajuda a encontrar amigos de escola, e familiares que não vemos à [há] tempos,desde o início foi uma ferramenta fundamental para encurtar barreiras,mas está ao mesmo tempo distanciando pessoas próximas ,como no relacionamento de filhos com seus pais,que muitas vezes procuram sanar suas dúvidas na internet ao invés de consulta-los [consultá-los] .	De fato é uma ferramenta útil para estudos e tudo mais,porem [porém] , a forma que vem sendo utilizada trará sérios problemas a humanidade,pois aumentará o numero [número] de indivíduos com problemas para se relacionar com os outros;sendo assim seus argumentos e idéias [ideias] ficarão privados ao mundo virtual na esperança de que o alvo da critica [crítica] ou elogio seja atingido.	Podemos concluir que, [vírgula] o uso excessivo da tecnologia prejudica o desenvolvimento social da população que recorre à [a] ela para expor seus sentimentos, pois sabem que não terão respostas desagradáveis ,além de que, [sem vírgula]pode colaborar para um distanciamento entre, [sem vírgula]pais e filhos,e de suas amizades;podendo gerar sérios problemas psicológicos.",1
"Já se foi o tempo em que passar no vestibular significava o fim das aflições dos estudantes. Agora, um momento que antes era repleto de felicidade, virou motivo de preocupação para alunos e país.  Os trotes estão cada vez mais humilhantes e até mesmo violentos.Os veteranos obrigam os calouros a passarem por situações degradantes,  onde são expostos fisica e emocionalmente a agressões. Há casos em que os ""bixos"" são obrigados a ingerir bebidas alcoolicas em grande quantidade; correndo o risco de entrar em coma alcoolico.Muitas universidades afirmam que seus trotes são monitorados e que nenhum estudante é  obrigado a participar, mas as mesmas se eximem de qualquer responsabilidade de eventuais brincadeiras realizadas por seus alunos fora do campus.Hoje já há trotes organizados pela direção das universidades, são os chamados trotes solidarios. Neles, os calouros e veteramos participam de atividades em comunidades carentes, ajudando de alguma forma sua população e fazendo com que diferentes estudantes trabalhem em equipe.Trotes degradantes devem ser considerados inflações, seus organizadores deviam ser punidos com multas, e em alguns casos, a expulção destes de suas universidades. Um trabalho de conscientização deve ser realizado com os jovens para previnir novas brincadeiras de mal gosto.Os trotes deviam simbolizar um rito de passagem na vida dos jovens vestibulando, mas com a paticipação de gente mal intensionada, eles acabaram virando motivo de medo. A festa de passar no vestibular não pode acabar antes mesmo do começo das aulas.",2
"	Que a ação do homem interfere no funcionamento do sistema já sabemos desde a idade da pedra [ Idade da Pedra] . Que muitas conquistas e benefícios foram alcançados em níveis de desenvolvimento econômico e tecnológico também não é novidade alguma. Mas, o que o homem pode e deve fazer para que sua busca desenfreada por desenvolvimento não determine a extinção de si mesmo?	As grandes potências mundiais e também os países em desenvolvimento, desde a Revolução Industrial, são os principais emissores de dióxido de carbono . De todas as descobertas em prol da ciência, tecnologia e desenvolvimento econômico, a ciência também disponibiliza a descoberta de fontes de energia que proporcionam um processo de descarbonização da matriz energética, ou seja, é possível que se recorra a fontes renováveis de energia, por exemplo, a solar e a eólica, pois elas não liberam os famosos GEEs .	Nesse sentido, outra pergunta: quando os países ditos potências mundiais, em especial EUA e China, vão priorizar a preservação da vida mesmo que isso determine a diminuição da produção, da renda, do desenvolvimento e do crescimento econômico?	Está na hora de mais conhecimento e cobrança por parte da população mundial para que as ações elencadas, por exemplo pelo Protocolo de Quioto [Kyoto] , sejam urgentemente cumpridas. No Relatório Stern, divulgado pelo economista britânico Nicholas Stern, há referência e alerta para as ações como as que consideram os impactos físicos das mudanças climáticas na economia, na vida humana e no meio ambiente. Dessa forma, Nicholas Stern examina custos de implementação de diversas tecnologias e estratégias para reduzir as emissões de GEE.	Portanto, a essência da vida no planeta pode, sim, ser preservada! Não foi em vão o conhecimento adquirido e os avanços em desenvolvimento tecnológico e econômico. Só poderíamos afirmar o contrário se o homem já não dispusesse de meios que pudessem fazer a reversão da história. Aliás, para o próprio bem da humanidade, é preciso acreditar na força e na capacidade do homem em fazer o devido uso dos recursos tecnológicos e da própria ciência a favor de si mesmo.",2
"	Para desenvolver o planeta, infelizmente [vírgula] o meio ambiente sofreu e sofre até hoje com os efeitos causados pela emissão de gases poluentes, com o desmatamento de florestas tropicais, poluição dos rios e tantos outros males causados a natureza.	Para se chegar ao século XXI, foi preciso essa ousadia, se não fosse assim, não estaríamos onde estamos.	A evolução humana desenvolve com o conhecimento e para tal, foi preciso se expandir e explorar recursos naturais para grandes descobertas que hoje nos são muito úteis e arrisco a dizer que sem as quais não sobreviveríamos.	Mas [vírgula] já estamos em uma nova era, de renovação, esse quadro de destruição pode ser alterado.	Trabalhando mais a idéia da sustentabilidade, conscientizar a todos que os recursos naturais são finitos e se não queremos o fim da vida no planeta, devemos cuidar mais do meio ambiente.	Reciclando, utilizando energias renováveis, preservando mais o verde, despoluindo rios.	Os países mais industrializados precisam diminuir a emissão de gases poluentes utilizando energia limpa, entre outros recursos renováveis.	O Brasil não pode ser omisso a essa questão, sua participação é muito lenta em relação à preservação do meio ambiente.	O estado do mato grosso [Mato Grosso] [vírgula] maior produtor de soja do país [vírgula] é responsável por boa parte do desmatamento da região amazônica, juntamente com o Pará. Existe também a questão da pecuária, que faz com que áreas verdes tornem-se pastos. Os gados poderiam se alimentar de ração como é feito em outros países. Outro exemplo é o mau uso da água, desperdício, rios poluídos [vírgula] como o Tiête no estado de São Paulo. Por que não seguimos o exemplo do Rio Reno na Europa? Foi feito um trabalho em conjunto de conscientização e hoje praticamente o rio esta [está] despoluído. O País sendo um grande produtor de biodiesel deveria investir mais nesta energia limpa.	Se cada País fizer a sua parte, contribuir para a proteção ao meio ambiente fica mais fácil para o crescimento sustentável. Agora enquanto houver essa ganância para se obter lucros altos a curto prazo, causando graves prejuízos naturais e humanitários, infelizmente o meio ambiente não conseguirá resistir a tanta destruição.",2
"	Com o desenvolvimento tecnológico, o poder das mídias ganhou amplitude e força na sociedade contemporânea. A televisão, em particular, dita modas e atitudes em nosso país. Existem vários aspectos positivos ligados a tal meio de comunicação, entretanto [vírgula]ele também gera consequências negativas que não podem ser ignoradas. A imposição de um tipo físico ideal e o incentivo ao consumismo são assuntos que devem ser refletidos dentro desse contexto.	Novelas e programas diversos repetem massivamente durante o dia um padrão perfeito de corpo. Tal fato influencia nos conceitos dos telespectadores. Cria-se, dessa maneira, a ideia de que a forma física das celebridades é algo a ser imitado na vida real. Os problemas relacionados a isso vão desde a adoção de um hábito alimentar não saudável, baseado em privações, até o desenvolvimento de doenças psicológicas, fundamentadas na ideia absurda de que é preciso emagrecer a qualquer custo. A anorexia, doença causada pela insistência de uma pessoa em manter seu peso abaixo dos níveis esperados para sua estatura, tem sido motivada pela má influência da televisão.	O consumismo, sinal de consumo exagerado por parte da população, também tem na mídia televisiva uma aliada. As propagandas que priorizam o “ter” são verdadeiras ervas daninhas em nossa sociedade. Elas ditam a lógica consumista do capitalismo e convencem às pessoas a quererem sempre mais, incentivando a venda do supérfluo. De tanto que um determinado produto aparece na televisão[vírgula] ele acaba se tornando alvo do desejo nacional. Tudo isso é muito perigoso, uma vez que causa danos ao psicológico  do ser humano e impacta diretamente sobre o meio ambiente.	Em virtude dos fatos mencionados, pode-se perceber que nem sempre o hábito de assistir televisão é algo saudável. É preciso que sejam tomados cuidados por parte da população referentes à maneira como a mídia influencia a vida de um cidadão. Não se pode aceitar a perspectiva televisiva sem algum tipo de questionamento sobre sua validade. Esse meio de comunicação tem que cumprir seu papel de informar e entreter, não podendo virar um agente de coerção dentro da sociedade.",3
"	O mundo está diretamente ligado ao grande uso da tecnologia no dia a dia. Neste mundo em que tudo parece estar conectado e o tempo para o lazer também diminuir. Surge indiscutivelmente, maior estresse e preocupação na vida das pessoas, principalmente dos responsáveis, ou seja, dos pais e mães com seus filhos. Por isso [vírgula] cada vez mais as crianças e ainda mais novas já são usuárias do celular. Todavia, elas muitas vezes não estão maduras para possuí-lo.	O celular sempre teve sua funcionalidade principal. Criado com o objetivo de permitir a comunicação entre as pessoas a distancia [distância] possibilitou aos pais estar [estarem] ciente [cientes] de onde estão seus filhos, com quem e o que estão fazendo. Já o celular moderno e atual, faz muitas coisas e são extremamente atrativos [para] as crianças e adolescentes. Estes em sua maioria dão mais importância a ele do que deveriam, ou no mínimo nas horas erradas.	Podemos comprovar isso observando a situação da escola. Lá o aluno acha muito mais divertido e atrativo entrar na internet pelo celular, ouvir músicas, ver e gravar vídeos, do que ter que ouvir e prestar a atenção na professora, além de copiar o que está sendo escrito no quadro de aula. Com isso, a atenção, o andamento da aula e[vírgula]  principalmente [vírgula] a qualidade de ensino são prejudicadas, sem dúvida, como alegam quase todos os professores contra o uso do celular na sala de aula.	Contudo, não se pode esquecer o ponto de vista dos pais, que em alguns casos, não podem buscar seus filhos e dependem do celular para ter notícias[vírgula]  caso algo ocorra fora do previsto. De acordo com isto, os pais não aceitariam a proibição do celular na escola. Como resolver este impasse? Uma das possíveis soluções seria a criação de um lugar dentro da sala, o “armário dos celulares”, onde deveriam ficar todos os celulares, juntos, sob o controle de uso da professora durante as aulas – claro que respeitando a privacidade individual. E ao inicio, intervalo e final da aula voltariam ao controle dos donos. Se os alunos amadurecessem o suficiente para perceber a importância da aula na escola e a hora correta de utilização do aparelho, descartar-se-ia esta norma.	O celular faz parte da vida moderna. Os pais o querem porque precisam dele. Os professores são contra seu uso em aula porque realmente prejudicam. Os alunos por sua vez, ainda não sabem quando e onde não devem utilizá-los, logo, as queixas dos professores se tornarão restrições, a não ser que os alunos aprendam o momento certo de seu uso.",2
"	A Internet é o maior meio de comunicação e informação dos dias atuais, porém existem vários problemas com a mesma. As redes sociais vêm se mostrando um método de inclusão das pessoas, permitindo que uma pessoa no Brasil se comunique tanto com um amigo que mora a dois quilômetros de distância, [quanto com] uma pessoa que mora em outro estado, e inclusive com cidadãos japoneses, que se encontram a milhares de milhas de distância. Porém [vírgula] a grande rede mundial também atrapalha os relacionamentos, excluindo milhões que não têm acesso a tal.	Enquanto quase um bilhão de pessoas vivem grudadas ao Facebook, existem pessoas, por mais que isso seja difícil de acreditar, que nem sabem o que é Internet, em regiões como a África, não há computadores, nem Internet, nem Twitter, nem nada. Porém [vírgula] nos últimos anos o mundo corre desesperadamente, e pode ser que em algumas regiões, no futuro, a população não tenha acesso à água limpa, mas tenha acesso a equipamentos eletrônicos, como celulares e computadores.	Hoje em dia [vírgula] se tem acesso a informações em menos de um minuto do acontecimento, como exemplo da morte do terrorista Osama Bin Laden, que foi espalhada pelo mundo inteiro segundos depois do presidente norte-americano divulgar o fato. Mas [vírgula] nem sempre foi assim, pode-se ter como exemplo o assassinato do presidente Abraham Lincoln em 1865, cuja notícia demorou 13 dias para chegar à Europa.	Mas a Internet realmente é boa parte da vida de muitas pessoas, porém quem não tem acesso a rápidas informações fica na reserva, visto que isso é o que move o mundo nos dias atuais. O que torna a rede maléfica, pois exclui muita gente do complexo social, assim como a globalização.",2
"	Em maio deste ano, o STF aprovou a união estável entre casais do mesmo sexo, o que gerou diversos tipos de polêmicas. Porém, o mais importante a se discutir por hora é o que o reconhecimento da união homoafetiva representa e trará para a sociedade, já que, toda medida adotada pelo conselho de ministros deve visar um bem maior para a população em geral.		Primeiramente, qualquer tipo de união civil, apesar de possíveis adultérios, tende a limitar as relações sexuais a um parceiro somente, o que, por si mesmo, é um meio não só de prevenção, mas de redução dos índices de DSTs no povo, o que também diminui as enormes filas da saúde pública.		Ainda há o fato de que, com a adesão da união homoafetiva ao meio social, os casais passarão a gastar mais, pois o rendimento de cada parceiro se transformará em um só, o que levará ao fomento da economia do país.		Além disso, alguns podem dizer que tal tipo de união irá destruir os ""valores familiares"". À isso, questiona-se o seguinte: Desde quando o amor passou a ser condenado? Tal sentimento é positivo, logo, não poderá trazer males à família.		Assim, a aprovação do casamento entre pessoas do mesmo sexo representa um ganho para o Brasil, seja ele ético, social, econômico ou político. Com isso, caminha-se rumo a um país melhor, mais desenvolvido e, acima de tudo, mais justo.",2
"À medida que crescem os jovens vão vivenciando as diferenças entre seus amigos, familiares, etc. Estes vão percebendo que no meio onde vivem podem existir várias cobranças cobranças, entre elas a de ter um padrão estético1 estabelecido por um certo grupo de pessoas. Muitas vezes esses padrões afetam a auto-estima de jovens, que acabam por prejudicar-lhes tanto a ponto de levá-los a problemas sérios como distúrbios alimentares, problemas psicológicos e sociais. A mídia também pode influenciar negativamente a vida desses jovens sujeitos a bombardeios de paradigmas que parecem tão necessários para a aceitação desses jovens na sociedade. Propagação de corpos magros, pessoas impecáveis e publicidade que convidam a juventude a se adaptar a esse estilo de vida, deixam os jovens cada vez mais acuados, uma vez que não se sentem à vontade para viver do jeito que gostam. Por isso os autos índices de pessoas morrendo por anorexias e outros problemas envolvendo essa problemática2. A melhor solução é promover políticas menos preconceituosas em relação a diversidade de rostos e corpos que compõem uma sociedade; o apoio aos adolescentes e jovens que não tem segurança de enfrentar essas situações, através de conversas com seus familiares e amigos sem nenhuma pressão a respeito do estilo de vida deles. Enfim, não podemos deixar que parâmetros coloquem em risco a vida e felicidade dos nossos jovens.",2
"Buscando novas tecnologias, o homem vem avançando gradativamente  destruindo o natural em detrimento ao artificial. Sem buscar alternativas sustentáveis evolui-seindiscriminadamente, sem lógica e nexo, preocupando-se somente com o hoje e agora, ou seja,retorno a curto prazo.Observa-se que com o passar dos anos as àreas desvastadas não se regeneram e as consequências são inumeravéis. Então alguns movimentos, começaram a questionar: o que vai acontecer ao nosso planeta? Então problemática tomou proporções planetária, e alguns grupos querendo chamar a atenção da sociedade apontam que estudos comprovam que as várias catastrófes ocorridas, como: enchentes, furacões, ciclones, mudanças climáticas em geral, tem como causa o avanço do homem sobre a natureza, o qual desequilibrou o ciclo natural da vida.O comprometimento de toda humanidade é fundamental. Ideologias de preservaçãodevem ser mais divulgadas, para concientização geral do planeta. O futuro da humanidade depende da colaboração de todos.",1
"Seria o sésamo da luta contra a mudança climática? Às vezes apresentado como tal, o estoque geológico do dióxido de carbono  resta no centro de numerosas questões. E, em particular, aquela do destino a longo termo do principal gás do efeito estufa quando ele se infiltra nas camadas geológicas profundas. Sobre este ponto, pesquisadores como Stuart Gilfillan , começaram a responder, estudando o comportamento de vários reservatórios naturais do CO2.Seus trabalhos, publicados quinta feira 2 de abril na revista Nature, mostram que o CO2 estocado naturalmente não se mineraliza sob a forma de rochas de carbonato. Ele permanece majoritariamente dissolvido na água que impregna o reservatório – o qual se torna água acidificada. “Claramente, uma captura sob forma mineral é preferível porque ela garante a estocagem do carbono numa escala de tempo geológico”, estima o geólogo Werner Aeschbach-Hertig , em um comentário publicado na revista.Mas estes trabalhos podem também ser vistos como uma ""boa notícia"", julga Frank Haeseler, chefo do departamento de geoquímica do Instituto francês do petróleo , “porque eles mostram a integridade dos reservatórios estudados”.De fato, mesmo que o CO2 não se cristaliza, os pesquisadores não constataram fugas destas formações naturais, mesmo que elas existam desde de dezenas de milhares à milhões de anos. Seus estudos permitem então de avaliar o comportamento do CO2 geológico sobre longos períodos de tempo, da ordem de milênios.Além disto, precisa o Dr. Haeseler, “estas formações naturais são análogas perfeitas aos reservatórios que serão artificialmente criados para a estocagem geológica: elas são constituídas de camadas porosas de calcários ou de areia, situadas a mais de 1.000 metros de profundidade e comprimidas por uma camada de argila que sela a formação”. A analogia termina quanto à origem do CO2 que se encontra lá. Nos reservatórios naturais, ele não é injetado a partir da superfície, mas vem das entranhas da Terra.A não mineralização do CO2 no reservatório geológico coloca outra questão: aquela da acidificação das águas do lençol freático. Nos nove reservatórios naturais estudados, os pesquisadores mediram pH entre 5 e 5,8. “Isto implica realizar estudas de reatividade mineral para se assegurar que certas rochas não são dissolvidas ou ao contrário não se obstruam logo em seguida”, explica o Dr. Haeseler. E que a mil-folha geológicada formação não seja fragilizada pela injeção de CO2...Estabilidade geológicaUm estudo publicado em julho de 2006 na revista Geology e conduzido em um antigo poço de petróleo do Texas tinha levantado intensos debates. Os pesquisadores do US Geological Service tinham injetado 1.600 toneladas de CO2 líquido sob pressão em uma bolsa aqüífera de 24 metros de espessura situada a mais de um km de profundidade. As amostras da salmoura tirada deste reservatório tinham constatado uma modificação da sua composição química: sua acidez tinha rapidamente aumentado, por causa de uma dissolução de carbonatos e de outros minerais.Esta fragilização “poderia acabar por criar passagens na rocha ou fissuras dos poços, conduzindo a fugas de salmoura e de CO2”, estimaram os autores, apontando o risco de poluição do lençol freático em caso de migração de “grandes volumes de salmoura acompanhados de metais tóxicos”.Os trabalhos de Stuart Gilfillan não menosprezam nada disto, mas sugerem que as formações geológicas podem permanecer estáveis durante longos períodos, mesmo quando a água do aqüífero é notavelmente acidificada por um aporte de gás carbônico.Para chegar a estes resultados, tiveram importância as técnicas utilizadas pelos pesquisadores. Elas consistiram a dosar certos gases raros  a diferentes níveis da formação geológica. A origem  destes gases sendo conhecido e sendo estes gases muito estáveis, é possível de retraçar o percurso dos fluídos geológicos.“Técnicas comparáveis poderão ser utilizadas quando uma estocagem geológica será colocada em prática"", acrescenta o Dr. Haeseler. Elas permitirão conhecer a origem do CO2 detectado no meio e de assegurar os habitantes próximos e também os poderes públicos, a qualidade e a integridade do reservatorioa",5
"	O mundo vive em intensas transformações sociais que provocam mudanças na vida das famílias de todo o mundo, e saber educar essas mudanças é primordial pra se ter um cidadão com moral e ética para viver nessa sociedade globalizada cheia de raças,costumes e culturas diferentes. Educar da forma correta,depende da situação de cada família e não das leis que o governo impõe.	A repercussão que a lei da palmadinha [Lei da Palmada] trouxe nos meios de comunicações, levantou a dúvida nas famílias, será a que a lei da palmada resolve mesmo, ou será que essa lei vai acabar ou prevenir a crianças a não levar palmada quando elas fazem alguma coisa errada, e os pais vão perder o moral sobre os filhos. Essa questão virou preocupação para os pais, mas todos sabem que a melhor forma de educar , [sem vírgula]é tratando da melhor maneira os problemas que os filhos cometem sem sua permissão, e saber administrar o certo ou errado de forma simples e segura, pois as atitudes tomadas no crescimento dos filhos vão interferi [interferir] no comportamento futuro desses. Vimos nos noticiários atuais casos de jovens que batem em moradores de rua, sem nenhum motivo, será que alguém parou para se perguntar ou pensar como foi a educação desses jovens na sua infância, será que eles apanhava [apanhavam] por qualquer motivo ou simplesmente por não aceita [aceitar] as ordens do pais, como por exemplo: ignorar pessoas que vivem a [à] margem da sociedade, deixando que essas crianças levem esse pensamento para o resto da vida. Por isso [vírgula] pra se ter uma harmonia com a família e a sociedade temos que saber que a educação é a principal responsável pelo desenvolvimento moral e intelectual de um cidadão consciente de seus atos.	A lei é apenas um forma de tentar acabar com certas atitudes feitas pela sociedade, mas apenas que convivem com os problemas familiares vai saber o que é certo ou errado, e o governo invés de criar leis, deveriam investir na educação e capacitação dos professores que são a fonte de inspiração das crianças na infância quando estão conhecendo a realidade do mundo.",1
"Os representantes da doutrina católica sempre se posicionaram contra o uso de métodos contraceptivos. Inclui, nesse rol, a camisinha. Mas, o Papa Bento, passou a considerar o uso do preservativo em alguns casos. Agora nos resta questionar: quais as implicações sociais dessa liberação?É evidente que essa vedação, por parte da igreja, ao uso da camisinha, não estava sendo respeitada pela maioria da população. Nem mesmo os fiéis católicos a consideram um desrespeito aos dogmas religiosos.A maior parcela de nossa sociedade tem consciência dos benefícios que o uso do preservativo nos traz. Campanhas governamentais de distribuição se avolumaram e, por meio da grande mídia, são divulgados os informes que esclarecem e incentivam sua utilização durante o ato sexual.Por isso, essa pequena liberação papal vem se alinhar ao pensamento majoritário, cujo teor é proteger a saúde pública. Esse é o objetivo estatal e da sociedade, evitar a propagação de doenças sexualmente transmissíveis, em especial a Aids, diminuindo os gastos públicos com saúde.Assim, as implicações da liberação do uso da camisinha pela igreja serão mínimas, uma vez que sua utilização está dissiminada em nossa sociedade. Esse posicionamento de Bento XVI, ainda que parcial e tímido, incentivará todos os segmentos sociais, para que se intensifiquem políticas públicas voltadas à saúde pública.",2
"	Atualmente vem se falando muito a respeito do bullying, um problema que acontece em todo o mundo causado por pessoas com problemas pessoais, desenvolvida muitas vezes pela falta de estrutura familiar.	Vários casos de bullying já foi noticiado nas grandes emissoras de TV do mundo, mais nenhuma com tanta repercução como a do garoto australiano Casey Haynes que cansou de ser perseguido pelo seu colega de escola e reagiu de uma forma explosiva jogando-o no chão, não foi uma atitude correta mais foi a única saída que ele viu naquele instante.	Outras vitimas tomam atitudes piores, especialistas dizem que em muitos casos muitas se suicidam outras que se trancam no seu mundo e entram em depressão profunda, mais e a respondabilidade disso é de quem? não se tem uma resposta concreta mais a falta de estrutura familiar tem contribuido bastante para este alto índice de ocorrências.	Talvez não possa existir cura mais as instituições de ensino atravéz desse episódio possam criar programas de acompanhamento que possam da suporte tanto para quem sofre como para os agressores .	Entretanto, não só as intituições de ensino como o governo e a sociedade em geral devem unir-se e levantar uma bandeira de solidariedade para todos as pessoas que são vitimas todos os dias em todo o mundo.",2
"	A Lei da Palmada vem gerando discussões sobre como os pais devem ou não educar seus filhos. A Lei, aprovada recentemente pela câmara dos deputados [vírgula] consiste na proibição de qualquer tipo de agressão como meio de correção em crianças e adolescentes [ponto final]	Uma das possíveis causas da interferência do estado na criação dos filhos, [sem vírgula]seria o aumento do índice de mortes por castigos físicos aplicados pelos próprios responsáveis. Outro fator seria o auto-índice [ alto índice] de violência no país, muitas vezes em reflexo do tratamento e da educação recebidos na infância.	Ainda, [sem vírgula]pode-se considerar a diminuição da autoridade dos pais, uma vez que, com a nova lei, o único método de correção será o diálogo. Método por si só, considerado por alguns especialistas, incapaz de estabelecer limites e resultar numa boa educação. Em função disso, como mensurar até que ponto a correção por castigos físicos pode chegar?	Foi pensando nisso que o governo criou e aprovou a Lei Da Palmada. Para evitar que as famosas “palmadinhas” tornem-se pancadas e resulte em algo fatal. Espera-se que os pais que ainda são contra a lei, a respeitem e que a cumpram, pois esta não tem como objetivo diminuir o papel deles na vida dos filhos e sim a criação de melhores cidadãos, uma vez que, tendo uma educação a base do diálogo, se tornem pessoas mais sensatas e contrarias a [contrárias à] violência, fazendo com que futuramente, [sem vírgula]ocorra a diminuição da mesma em todos os sentidos.",2
"   Normal  0      21      false  false  false                                                                                                                                                                                                                                                                                                                                                                          	Recentemente na Espanha houve o desmantelamento de uma rede de exploração sexual masculina, esse evento trouxe à tona uma questão pouco discutida: a prostituição masculina. Seja por motivos religiosos, morais ou simplesmente por vergonha não costumamos comentar sobre esse fato, deixando-o marginalizado.Mas, o assunto não pode ser colocado à margem, o que, no entanto, encontra alguns obstáculos. Em nosso país, o Brasil, de população predominantemente cristã há um certo receio em se falar sobre garotos de programas e estes se sentem envergonhados por sua forma de ganhar a vida, por isso muitas vezes não admitem o que fazem e geralmente entram em depressão.Além desses valores religiosos há também o fator moral. Segundo as reportagens que vi 75% dos garotos que se prostituem são homossexuais e 20% portadores do HIV. Isso causa um desconforto entre homens e mulheres ao comentar sobre o caso, ao dizerem que possuem um conhecido em tal situação ou mostrar que sabem sobre o fato.Desta forma esse assunto tão importante dentro da sociedade acaba caindo no esquecimento e as quadrilhas especializadas nesse tipo de prostituição se sentem a vontade para agir clandestinamente, embaixo dos nossos olhos, sem serem notadas.Aquele que escolhe vender seu corpo por vontade própria tem de ser respeitado e reconhecido como um trabalhador comum. Enquanto o preconceito e a falta de informações prevalecerem injustiças e bandidagens no nosso país e em todo o mundo continuarão sendo feitas.",1
